Weekday,TimestampDetected,Brand,StoreAddress,InventoryQty
Thursday,2025-12-18 08:41:20,ELIJAH CRAIG 18Y,"209 S Salisbury St, Raleigh, NC 27601",20
Thursday,2025-12-18 08:41:20,BUFFALO TRACE BOURBON WHISKEY,"6301 Town Center Dr., Raleigh, NC 27614",36
Thursday,2025-12-18 08:41:20,BUFFALO TRACE BOURBON WHISKEY,"1601-61 Cross Link Rd., Raleigh, NC 27610",36
Thursday,2025-12-18 08:41:20,BUFFALO TRACE BOURBON WHISKEY,"209 S Salisbury St, Raleigh, NC 27601",40
Wednesday,2025-12-17 08:41:20,BUFFALO TRACE BOURBON WHISKEY,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",27
Thursday,2025-12-18 08:41:20,BUFFALO TRACE BOURBON WHISKEY,"6809 Davis Circle, Raleigh, NC 27612",33
Friday,2025-12-19 08:35:06,E.H. TAYLOR SINGLE BARREL BOUR,"3615 SW Cary Parkway , Cary, NC 27513",5
Friday,2025-12-19 08:35:06,E.H. TAYLOR SINGLE BARREL BOUR,"420 Woodburn Rd., Raleigh, NC 27605",6
Friday,2025-12-19 08:35:06,E.H. TAYLOR JR. BARREL PROOF,"3615 SW Cary Parkway , Cary, NC 27513",6
Friday,2025-12-19 08:35:06,E.H. TAYLOR JR. BARREL PROOF,"420 Woodburn Rd., Raleigh, NC 27605",6
Friday,2025-12-19 08:35:06,STAGG BOURBON,"3615 SW Cary Parkway , Cary, NC 27513",6
Friday,2025-12-19 08:35:06,STAGG BOURBON,"420 Woodburn Rd., Raleigh, NC 27605",6
Friday,2025-12-19 08:35:06,EAGLE RARE 10Y,"4501 Vineyard Pine Ln., Rolesville, NC 27571",24
Friday,2025-12-19 08:35:06,EAGLE RARE 10Y,"1420 N Ardendell Dr., Zebulon, NC 27597",24
Friday,2025-12-19 08:35:06,EAGLE RARE 10Y,"3615 SW Cary Parkway , Cary, NC 27513",24
Friday,2025-12-19 08:35:06,EAGLE RARE 10Y,"420 Woodburn Rd., Raleigh, NC 27605",24
Friday,2025-12-19 08:35:06,1792 FULL PROOF BARR SEL (BTB),"1793 West Williams St., Apex, NC 27502",6
Friday,2025-12-19 08:35:06,JACK DANIEL'S SINGLE BARREL HERITAGE,"1793 West Williams St., Apex, NC 27502",12
Friday,2025-12-19 08:35:06,JACK DANIEL'S SINGLE BARREL HERITAGE,"4501 Vineyard Pine Ln., Rolesville, NC 27571",12
Friday,2025-12-19 08:35:06,JACK DANIEL'S SINGLE BARREL HERITAGE,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",12
Friday,2025-12-19 08:35:06,JACK DANIEL'S SINGLE BARREL HERITAGE,"1420 N Ardendell Dr., Zebulon, NC 27597",12
Friday,2025-12-19 08:35:06,JACK DANIEL'S SINGLE BARREL HERITAGE,"3615 SW Cary Parkway , Cary, NC 27513",12
Friday,2025-12-19 08:35:06,JACK DANIEL'S SINGLE BARREL HERITAGE,"420 Woodburn Rd., Raleigh, NC 27605",12
Friday,2025-12-19 08:35:06,BUFFALO TRACE BOURBON WHISKEY,"4501 Vineyard Pine Ln., Rolesville, NC 27571",36
Friday,2025-12-19 08:35:06,BUFFALO TRACE BOURBON WHISKEY,"1420 N Ardendell Dr., Zebulon, NC 27597",36
Friday,2025-12-19 08:35:06,BUFFALO TRACE BOURBON WHISKEY,"3615 SW Cary Parkway , Cary, NC 27513",36
Friday,2025-12-19 08:35:06,BUFFALO TRACE BOURBON WHISKEY,"420 Woodburn Rd., Raleigh, NC 27605",36
Monday,2025-12-22 08:43:24,E.H. TAYLOR SINGLE BARREL BOUR,"7200 Sandy Fork Rd., Raleigh, NC 27609",5
Monday,2025-12-22 08:43:24,E.H. TAYLOR JR. BARREL PROOF,"7200 Sandy Fork Rd., Raleigh, NC 27609",5
Monday,2025-12-22 08:43:24,STAGG BOURBON,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Monday,2025-12-22 08:43:24,EAGLE RARE 10Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",23
Monday,2025-12-22 08:43:24,JACK DANIEL'S SINGLE BARREL HERITAGE,"7200 Sandy Fork Rd., Raleigh, NC 27609",12
Monday,2025-12-22 08:43:24,BUFFALO TRACE BOURBON WHISKEY,"7200 Sandy Fork Rd., Raleigh, NC 27609",36
Tuesday,2025-12-23 08:39:52,EAGLE RARE 10Y,"1505 Banyon Pl., Wendell, NC 27571",10
Tuesday,2025-12-23 08:39:52,EAGLE RARE 10Y,"1222 New Bern Ave., Raleigh, NC 27401",24
Tuesday,2025-12-23 08:39:52,JACK DANIEL'S SINGLE BARREL HERITAGE,"1222 New Bern Ave., Raleigh, NC 27401",12
Tuesday,2025-12-23 08:39:52,BUFFALO TRACE BOURBON WHISKEY,"1505 Banyon Pl., Wendell, NC 27571",32
Tuesday,2025-12-23 08:39:52,BUFFALO TRACE BOURBON WHISKEY,"1222 New Bern Ave., Raleigh, NC 27401",36
Wednesday,2025-12-24 08:40:03,E.H. TAYLOR SINGLE BARREL BOUR,"1793 West Williams St., Apex, NC 27502",6
Wednesday,2025-12-24 08:40:03,E.H. TAYLOR SINGLE BARREL BOUR,"665 Cary Towne Blvd., Cary, NC 27511",6
Wednesday,2025-12-24 08:40:03,E.H. TAYLOR JR. BARREL PROOF,"1793 West Williams St., Apex, NC 27502",6
Wednesday,2025-12-24 08:40:03,E.H. TAYLOR JR. BARREL PROOF,"665 Cary Towne Blvd., Cary, NC 27511",6
Wednesday,2025-12-24 08:40:03,STAGG BOURBON,"1793 West Williams St., Apex, NC 27502",6
Wednesday,2025-12-24 08:40:03,STAGG BOURBON,"665 Cary Towne Blvd., Cary, NC 27511",6
Wednesday,2025-12-24 08:40:03,EAGLE RARE 10Y,"1793 West Williams St., Apex, NC 27502",24
Wednesday,2025-12-24 08:40:03,EAGLE RARE 10Y,"665 Cary Towne Blvd., Cary, NC 27511",23
Wednesday,2025-12-24 08:40:03,JACK DANIEL'S SINGLE BARREL HERITAGE,"665 Cary Towne Blvd., Cary, NC 27511",12
Wednesday,2025-12-24 08:40:03,BUFFALO TRACE BOURBON WHISKEY,"1793 West Williams St., Apex, NC 27502",36
Wednesday,2025-12-24 08:40:03,BUFFALO TRACE BOURBON WHISKEY,"665 Cary Towne Blvd., Cary, NC 27511",36
Friday,2025-12-26 08:36:35,E.H. TAYLOR SINGLE BARREL BOUR,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-12-26 08:36:35,E.H. TAYLOR JR. BARREL PROOF,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-12-26 08:36:35,STAGG BOURBON,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-12-26 08:36:35,EAGLE RARE 10Y,"1940 Cinema Dr., Fuquay Varina, NC 27526",9
Friday,2025-12-26 08:36:35,EAGLE RARE 10Y,"6494 Tryon Rd., Cary, NC 27511",24
Friday,2025-12-26 08:36:35,JACK DANIEL'S SINGLE BARREL HERITAGE,"1940 Cinema Dr., Fuquay Varina, NC 27526",6
Friday,2025-12-26 08:36:35,JACK DANIEL'S SINGLE BARREL HERITAGE,"6494 Tryon Rd., Cary, NC 27511",12
Friday,2025-12-26 08:36:35,BUFFALO TRACE BOURBON WHISKEY,"1940 Cinema Dr., Fuquay Varina, NC 27526",36
Friday,2025-12-26 08:36:35,BUFFALO TRACE BOURBON WHISKEY,"6494 Tryon Rd., Cary, NC 27511",36
Tuesday,2025-12-30 08:40:25,EAGLE RARE 10Y,"4009 Davis Dr., Morrisville, NC 27560",3
Tuesday,2025-12-30 08:40:25,BUFFALO TRACE BOURBON WHISKEY,"4009 Davis Dr., Morrisville, NC 27560",10
Wednesday,2025-12-31 08:41:14,EAGLE RARE 10Y,"11360 Capital Blvd., Wake Forest, NC 27587",6
Wednesday,2025-12-31 08:41:14,EAGLE RARE 10Y,"704 Money Ct., Knightdale, NC 27545",24
Wednesday,2025-12-31 08:41:14,JACK DANIEL'S SINGLE BARREL HERITAGE,"704 Money Ct., Knightdale, NC 27545",12
Wednesday,2025-12-31 08:41:14,JACK DANIEL'S SINGLE BARREL HERITAGE,"7911 ACC Blvd., Raleigh, NC 27617",18
Wednesday,2025-12-31 08:41:14,BUFFALO TRACE BOURBON WHISKEY,"704 Money Ct., Knightdale, NC 27545",36
Monday,2026-01-12 09:54:21,EAGLE RARE SNGL BARR SELECT (BTB),"209 S Salisbury St, Raleigh, NC 27601",25
Thursday,2026-01-15 08:45:03,E.H. TAYLOR JR. SMALL BATCH,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Thursday,2026-01-15 08:45:03,BLANTON'S BOURBON,"2645 Appliance Ct., Raleigh, NC 27604",6
Thursday,2026-01-15 08:45:03,BLANTON'S BOURBON,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",6
Thursday,2026-01-15 08:45:03,EAGLE RARE 10Y,"2645 Appliance Ct., Raleigh, NC 27604",24
Thursday,2026-01-15 08:45:03,EAGLE RARE 10Y,"6301 Town Center Dr., Raleigh, NC 27614",4
Thursday,2026-01-15 08:45:03,EAGLE RARE 10Y,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",24
Thursday,2026-01-15 08:45:03,ELMER T LEE SINGLE BARREL,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",12
Thursday,2026-01-15 08:45:03,BUFFALO TRACE BOURBON WHISKEY,"2645 Appliance Ct., Raleigh, NC 27604",36
Thursday,2026-01-15 08:45:03,BUFFALO TRACE BOURBON WHISKEY,"6301 Town Center Dr., Raleigh, NC 27614",3
Thursday,2026-01-15 08:45:03,BUFFALO TRACE BOURBON WHISKEY,"4215 The Circle at North Hills Rd, Raleigh, NC 27609",36
Friday,2026-01-16 08:37:12,E.H. TAYLOR JR. SMALL BATCH,"420 Woodburn Rd., Raleigh, NC 27605",6
Friday,2026-01-16 08:37:12,BLANTON'S BOURBON,"3320 Olympia Dr., Raleigh, NC 27603",6
Friday,2026-01-16 08:37:12,BLANTON'S BOURBON,"420 Woodburn Rd., Raleigh, NC 27605",6
Friday,2026-01-16 08:37:12,EAGLE RARE 10Y,"3320 Olympia Dr., Raleigh, NC 27603",24
Friday,2026-01-16 08:37:12,EAGLE RARE 10Y,"420 Woodburn Rd., Raleigh, NC 27605",24
Friday,2026-01-16 08:37:12,ELMER T LEE SINGLE BARREL,"420 Woodburn Rd., Raleigh, NC 27605",12
Friday,2026-01-16 08:37:12,BUFFALO TRACE BOURBON WHISKEY,"3320 Olympia Dr., Raleigh, NC 27603",36
Friday,2026-01-16 08:37:12,BUFFALO TRACE BOURBON WHISKEY,"420 Woodburn Rd., Raleigh, NC 27605",36
Tuesday,2026-01-20 08:47:42,BLANTON'S BOURBON,"7911 ACC Blvd., Raleigh, NC 27617",6
Tuesday,2026-01-20 08:47:42,BLANTON'S BOURBON,"1222 New Bern Ave., Raleigh, NC 27401",6
Tuesday,2026-01-20 08:47:42,EAGLE RARE 10Y,"7911 ACC Blvd., Raleigh, NC 27617",24
Tuesday,2026-01-20 08:47:42,EAGLE RARE 10Y,"1222 New Bern Ave., Raleigh, NC 27401",24
Tuesday,2026-01-20 08:47:42,1792 FULL PROOF BARR SEL (BTB),"7200 Sandy Fork Rd., Raleigh, NC 27609",12
Tuesday,2026-01-20 08:47:42,1792 FULL PROOF BARR SEL (BTB),"2645 Appliance Ct., Raleigh, NC 27604",12
Tuesday,2026-01-20 08:47:42,1792 FULL PROOF BARR SEL (BTB),"6301 Town Center Dr., Raleigh, NC 27614",12
Tuesday,2026-01-20 08:47:42,1792 FULL PROOF BARR SEL (BTB),"6494 Tryon Rd., Cary, NC 27511",12
Tuesday,2026-01-20 08:47:42,BUFFALO TRACE BOURBON WHISKEY,"7911 ACC Blvd., Raleigh, NC 27617",36
Tuesday,2026-01-20 08:47:42,BUFFALO TRACE BOURBON WHISKEY,"1222 New Bern Ave., Raleigh, NC 27401",36
Tuesday,2026-01-20 08:47:42,E.H. TAYLOR JR. SMALL BATCH,"7200 Sandy Fork Rd., Raleigh, NC 27609",4
Wednesday,2026-01-21 08:49:14,E.H. TAYLOR JR. SMALL BATCH,"100 Village Walk Dr., Holly Springs, NC 27540",6
Tuesday,2026-01-20 08:47:42,BLANTON'S BOURBON,"7200 Sandy Fork Rd., Raleigh, NC 27609",4
Wednesday,2026-01-21 08:49:14,BLANTON'S BOURBON,"100 Village Walk Dr., Holly Springs, NC 27540",4
Wednesday,2026-01-21 08:49:14,BLANTON'S BOURBON,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",6
Tuesday,2026-01-20 08:47:42,EAGLE RARE 10Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",19
Wednesday,2026-01-21 08:49:14,EAGLE RARE 10Y,"100 Village Walk Dr., Holly Springs, NC 27540",21
Wednesday,2026-01-21 08:49:14,EAGLE RARE 10Y,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",24
Tuesday,2026-01-20 08:47:42,ELMER T LEE SINGLE BARREL,"7200 Sandy Fork Rd., Raleigh, NC 27609",8
Wednesday,2026-01-21 08:49:14,ELMER T LEE SINGLE BARREL,"100 Village Walk Dr., Holly Springs, NC 27540",12
Wednesday,2026-01-21 08:49:14,1792 FULL PROOF BARR SEL (BTB),"200 New Rand Road, Garner, NC 27529",12
Wednesday,2026-01-21 08:49:14,1792 FULL PROOF BARR SEL (BTB),"1601-61 Cross Link Rd., Raleigh, NC 27610",12
Wednesday,2026-01-21 08:49:14,1792 FULL PROOF BARR SEL (BTB),"1415 E. Williams St., Apex, NC 27617",12
Wednesday,2026-01-21 08:49:14,1792 FULL PROOF BARR SEL (BTB),"209 S Salisbury St, Raleigh, NC 27601",11
Tuesday,2026-01-20 08:47:42,BUFFALO TRACE BOURBON WHISKEY,"7200 Sandy Fork Rd., Raleigh, NC 27609",36
Wednesday,2026-01-21 08:49:14,BUFFALO TRACE BOURBON WHISKEY,"100 Village Walk Dr., Holly Springs, NC 27540",36
Wednesday,2026-01-21 08:49:14,BUFFALO TRACE BOURBON WHISKEY,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",36
Thursday,2026-01-22 08:45:14,BLANTON'S BOURBON,"4501 Vineyard Pine Ln., Rolesville, NC 27571",6
Tuesday,2026-01-20 08:47:42,EAGLE RARE 10Y,"6301 Town Center Dr., Raleigh, NC 27614",5
Thursday,2026-01-22 08:45:14,EAGLE RARE 10Y,"4501 Vineyard Pine Ln., Rolesville, NC 27571",24
Thursday,2026-01-22 08:45:14,BUFFALO TRACE BOURBON WHISKEY,"4501 Vineyard Pine Ln., Rolesville, NC 27571",36
Friday,2026-01-23 09:29:31,E.H. TAYLOR JR. SMALL BATCH,"200 New Rand Road, Garner, NC 27529",6
Friday,2026-01-23 09:29:31,BLANTON'S BOURBON,"665 Cary Towne Blvd., Cary, NC 27511",6
Friday,2026-01-23 09:29:31,BLANTON'S BOURBON,"200 New Rand Road, Garner, NC 27529",6
Friday,2026-01-23 09:29:31,BLANTON'S BOURBON,"6494 Tryon Rd., Cary, NC 27511",6
Friday,2026-01-23 09:29:31,BLANTON'S BOURBON,"1415 E. Williams St., Apex, NC 27617",6
Friday,2026-01-23 09:29:31,EAGLE RARE 10Y,"665 Cary Towne Blvd., Cary, NC 27511",23
Friday,2026-01-23 09:29:31,EAGLE RARE 10Y,"200 New Rand Road, Garner, NC 27529",18
Friday,2026-01-23 09:29:31,EAGLE RARE 10Y,"6494 Tryon Rd., Cary, NC 27511",24
Friday,2026-01-23 09:29:31,EAGLE RARE 10Y,"1415 E. Williams St., Apex, NC 27617",24
Friday,2026-01-23 09:29:31,ELMER T LEE SINGLE BARREL,"200 New Rand Road, Garner, NC 27529",12
Friday,2026-01-23 09:29:31,ELMER T LEE SINGLE BARREL,"209 S Salisbury St, Raleigh, NC 27601",12
Friday,2026-01-23 09:29:31,BUFFALO TRACE BOURBON WHISKEY,"665 Cary Towne Blvd., Cary, NC 27511",36
Friday,2026-01-23 09:29:31,BUFFALO TRACE BOURBON WHISKEY,"200 New Rand Road, Garner, NC 27529",36
Friday,2026-01-23 09:29:31,BUFFALO TRACE BOURBON WHISKEY,"6494 Tryon Rd., Cary, NC 27511",36
Friday,2026-01-23 09:29:31,BUFFALO TRACE BOURBON WHISKEY,"1415 E. Williams St., Apex, NC 27617",36
Friday,2026-01-23 09:29:31,BUFFALO TRACE BOURBON WHISKEY,"209 S Salisbury St, Raleigh, NC 27601",36
Monday,2026-01-26 08:49:43,1792 FULL PROOF BARR SEL (BTB),"2109-106 Avent Ferry Rd., Raleigh, NC 27606",12
Friday,2026-02-13 13:38:26,E.H. TAYLOR JR. SMALL BATCH,"7200 Sandy Fork Rd., Raleigh, NC 27609",4
Friday,2026-02-13 13:38:26,E.H. TAYLOR JR. SMALL BATCH,"11360 Capital Blvd., Wake Forest, NC 27587",6
Friday,2026-02-13 13:38:26,BLANTON'S BOURBON,"7200 Sandy Fork Rd., Raleigh, NC 27609",4
Friday,2026-02-13 13:38:26,BLANTON'S BOURBON,"11360 Capital Blvd., Wake Forest, NC 27587",6
Friday,2026-02-13 13:38:26,EAGLE RARE 10Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",14
Friday,2026-02-13 13:38:26,ELIJAH CRAIG 18Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",5
Friday,2026-02-13 13:38:26,ELIJAH CRAIG 18Y,"11360 Capital Blvd., Wake Forest, NC 27587",6
Friday,2026-02-13 13:38:26,BUFFALO TRACE BOURBON WHISKEY,"7200 Sandy Fork Rd., Raleigh, NC 27609",36
Friday,2026-02-13 13:38:26,BUFFALO TRACE BOURBON WHISKEY,"11360 Capital Blvd., Wake Forest, NC 27587",36
Monday,2026-02-16 09:49:32,JACK DANIEL'S SINGLE BARREL HERITAGE,"6809 Davis Circle, Raleigh, NC 27612",6
Wednesday,2026-02-18 09:51:03,JACK DANIEL'S SINGLE BARREL HERITAGE,"7911 ACC Blvd., Raleigh, NC 27617",6
Thursday,2026-02-19 09:05:56,PENELOPE COOPER SERIES HAVANA,"2645 Appliance Ct., Raleigh, NC 27604",6
Thursday,2026-02-19 09:05:56,PENELOPE COOPER SERIES HAVANA,"665 Cary Towne Blvd., Cary, NC 27511",6
Thursday,2026-02-19 09:05:56,PENELOPE COOPER SERIES HAVANA,"420 Woodburn Rd., Raleigh, NC 27605",6
Thursday,2026-02-19 09:05:56,E.H. TAYLOR JR. SMALL BATCH,"420 Woodburn Rd., Raleigh, NC 27605",6
Thursday,2026-02-19 09:05:56,BLANTON'S BOURBON,"2645 Appliance Ct., Raleigh, NC 27604",6
Thursday,2026-02-19 09:05:56,BLANTON'S BOURBON,"665 Cary Towne Blvd., Cary, NC 27511",6
Thursday,2026-02-19 09:05:56,BLANTON'S BOURBON,"420 Woodburn Rd., Raleigh, NC 27605",6
Thursday,2026-02-19 09:05:56,EAGLE RARE 10Y,"2645 Appliance Ct., Raleigh, NC 27604",18
Thursday,2026-02-19 09:05:56,EAGLE RARE 10Y,"665 Cary Towne Blvd., Cary, NC 27511",18
Thursday,2026-02-19 09:05:56,EAGLE RARE 10Y,"420 Woodburn Rd., Raleigh, NC 27605",18
Thursday,2026-02-19 09:05:56,ELIJAH CRAIG 18Y,"2645 Appliance Ct., Raleigh, NC 27604",6
Thursday,2026-02-19 09:05:56,ELIJAH CRAIG 18Y,"665 Cary Towne Blvd., Cary, NC 27511",6
Thursday,2026-02-19 09:05:56,ELIJAH CRAIG 18Y,"420 Woodburn Rd., Raleigh, NC 27605",6
Thursday,2026-02-19 09:05:56,BUFFALO TRACE BOURBON WHISKEY,"2645 Appliance Ct., Raleigh, NC 27604",15
Thursday,2026-02-19 09:05:56,BUFFALO TRACE BOURBON WHISKEY,"665 Cary Towne Blvd., Cary, NC 27511",36
Thursday,2026-02-19 09:05:56,BUFFALO TRACE BOURBON WHISKEY,"420 Woodburn Rd., Raleigh, NC 27605",36
Friday,2026-02-20 12:48:05,BLANTON'S BOURBON,"6494 Tryon Rd., Cary, NC 27511",6
Friday,2026-02-20 12:48:05,BLANTON'S BOURBON,"704 Money Ct., Knightdale, NC 27545",6
Friday,2026-02-20 12:48:05,BLANTON'S BOURBON,"1415 E. Williams St., Apex, NC 27617",6
Friday,2026-02-20 12:48:05,BLANTON'S BOURBON,"1505 Banyon Pl., Wendell, NC 27571",5
Friday,2026-02-20 12:48:05,EAGLE RARE 10Y,"6494 Tryon Rd., Cary, NC 27511",18
Friday,2026-02-20 12:48:05,EAGLE RARE 10Y,"704 Money Ct., Knightdale, NC 27545",18
Friday,2026-02-20 12:48:05,EAGLE RARE 10Y,"1415 E. Williams St., Apex, NC 27617",18
Friday,2026-02-20 12:48:05,EAGLE RARE 10Y,"1505 Banyon Pl., Wendell, NC 27571",18
Friday,2026-02-20 12:48:05,ELIJAH CRAIG 18Y,"6494 Tryon Rd., Cary, NC 27511",6
Friday,2026-02-20 12:48:05,ELIJAH CRAIG 18Y,"704 Money Ct., Knightdale, NC 27545",6
Friday,2026-02-20 12:48:05,ELIJAH CRAIG 18Y,"1415 E. Williams St., Apex, NC 27617",6
Friday,2026-02-20 12:48:05,ELIJAH CRAIG 18Y,"1505 Banyon Pl., Wendell, NC 27571",6
Friday,2026-02-20 12:48:05,BUFFALO TRACE BOURBON WHISKEY,"6494 Tryon Rd., Cary, NC 27511",36
Friday,2026-02-20 12:48:05,BUFFALO TRACE BOURBON WHISKEY,"704 Money Ct., Knightdale, NC 27545",36
Friday,2026-02-20 12:48:05,BUFFALO TRACE BOURBON WHISKEY,"1415 E. Williams St., Apex, NC 27617",36
Friday,2026-02-20 12:48:05,BUFFALO TRACE BOURBON WHISKEY,"1505 Banyon Pl., Wendell, NC 27571",36
Monday,2026-02-23 09:20:18,PENELOPE COOPER SERIES HAVANA,"3320 Olympia Dr., Raleigh, NC 27603",2
Monday,2026-02-23 09:20:18,PENELOPE COOPER SERIES HAVANA,"200 New Rand Road, Garner, NC 27529",2
Monday,2026-02-23 09:20:18,E.H. TAYLOR JR. SMALL BATCH,"200 New Rand Road, Garner, NC 27529",2
Monday,2026-02-23 09:20:18,BLANTON'S BOURBON,"3320 Olympia Dr., Raleigh, NC 27603",2
Monday,2026-02-23 09:20:18,EAGLE RARE 10Y,"3320 Olympia Dr., Raleigh, NC 27603",9
Monday,2026-02-23 09:20:18,ELIJAH CRAIG 18Y,"3320 Olympia Dr., Raleigh, NC 27603",4
Monday,2026-02-23 09:20:18,ELIJAH CRAIG 18Y,"200 New Rand Road, Garner, NC 27529",4
Monday,2026-02-23 09:20:18,BUFFALO TRACE BOURBON WHISKEY,"3320 Olympia Dr., Raleigh, NC 27603",28
Monday,2026-02-23 09:20:18,BUFFALO TRACE BOURBON WHISKEY,"200 New Rand Road, Garner, NC 27529",27
Tuesday,2026-02-24 10:20:35,PENELOPE COOPER SERIES HAVANA,"7911 ACC Blvd., Raleigh, NC 27617",6
Tuesday,2026-02-24 10:20:35,BLANTON'S BOURBON,"1601-61 Cross Link Rd., Raleigh, NC 27610",6
Tuesday,2026-02-24 10:20:35,BLANTON'S BOURBON,"7911 ACC Blvd., Raleigh, NC 27617",5
Tuesday,2026-02-24 10:20:35,EAGLE RARE 10Y,"1601-61 Cross Link Rd., Raleigh, NC 27610",18
Tuesday,2026-02-24 10:20:35,EAGLE RARE 10Y,"7911 ACC Blvd., Raleigh, NC 27617",17
Tuesday,2026-02-24 10:20:35,ELIJAH CRAIG 18Y,"1601-61 Cross Link Rd., Raleigh, NC 27610",6
Tuesday,2026-02-24 10:20:35,ELIJAH CRAIG 18Y,"7911 ACC Blvd., Raleigh, NC 27617",4
Tuesday,2026-02-24 10:20:35,BUFFALO TRACE BOURBON WHISKEY,"1601-61 Cross Link Rd., Raleigh, NC 27610",36
Tuesday,2026-02-24 10:20:35,BUFFALO TRACE BOURBON WHISKEY,"7911 ACC Blvd., Raleigh, NC 27617",36
Friday,2026-03-06 14:47:52,PENELOPE COOPER SERIES HAVANA,"3320 Olympia Dr., Raleigh, NC 27603",2
Friday,2026-03-06 14:47:52,PENELOPE COOPER SERIES HAVANA,"200 New Rand Road, Garner, NC 27529",2
Friday,2026-03-06 14:47:52,PENELOPE COOPER SERIES HAVANA,"7911 ACC Blvd., Raleigh, NC 27617",6
Friday,2026-03-06 14:47:52,WOODFORD RESERVE MASTERS COLL. SWEET OAK,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",6
Wednesday,2026-03-18 07:10:26,OLD FORESTER 1924,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Wednesday,2026-03-18 07:10:26,E.H. TAYLOR JR. SMALL BATCH,"7200 Sandy Fork Rd., Raleigh, NC 27609",6
Wednesday,2026-03-18 07:10:26,BLANTON'S BOURBON,"7200 Sandy Fork Rd., Raleigh, NC 27609",4
Wednesday,2026-03-18 07:10:26,EAGLE RARE 10Y,"7200 Sandy Fork Rd., Raleigh, NC 27609",18
Wednesday,2026-03-18 07:10:26,BUFFALO TRACE BOURBON WHISKEY,"7200 Sandy Fork Rd., Raleigh, NC 27609",36
Thursday,2026-03-19 07:06:47,OLD FORESTER 1924,"7911 ACC Blvd., Raleigh, NC 27617",2
Thursday,2026-03-19 07:06:47,OLD FORESTER 1924,"100 Village Walk Dr., Holly Springs, NC 27540",6
Thursday,2026-03-19 07:06:47,OLD FORESTER 1924,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",6
Thursday,2026-03-19 07:06:47,OLD FORESTER 1924,"1222 New Bern Ave., Raleigh, NC 27401",6
Thursday,2026-03-19 07:06:47,E.H. TAYLOR JR. SMALL BATCH,"100 Village Walk Dr., Holly Springs, NC 27540",5
Thursday,2026-03-19 07:06:47,BLANTON'S BOURBON,"100 Village Walk Dr., Holly Springs, NC 27540",4
Thursday,2026-03-19 07:06:47,BLANTON'S BOURBON,"4009 Davis Dr., Morrisville, NC 27560",2
Thursday,2026-03-19 07:06:47,BLANTON'S BOURBON,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",6
Thursday,2026-03-19 07:06:47,EAGLE RARE 10Y,"100 Village Walk Dr., Holly Springs, NC 27540",23
Thursday,2026-03-19 07:06:47,EAGLE RARE 10Y,"4009 Davis Dr., Morrisville, NC 27560",10
Thursday,2026-03-19 07:06:47,EAGLE RARE 10Y,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",24
Thursday,2026-03-19 07:06:47,EAGLE RARE 10Y,"3615 SW Cary Parkway , Cary, NC 27513",3
Thursday,2026-03-19 07:06:47,EAGLE RARE 10Y,"1222 New Bern Ave., Raleigh, NC 27401",21
Thursday,2026-03-19 07:06:47,ELIJAH CRAIG 18Y,"4009 Davis Dr., Morrisville, NC 27560",3
Thursday,2026-03-19 07:06:47,BUFFALO TRACE BOURBON WHISKEY,"100 Village Walk Dr., Holly Springs, NC 27540",36
Thursday,2026-03-19 07:06:47,BUFFALO TRACE BOURBON WHISKEY,"2109-106 Avent Ferry Rd., Raleigh, NC 27606",36
Thursday,2026-03-19 07:06:47,BUFFALO TRACE BOURBON WHISKEY,"1222 New Bern Ave., Raleigh, NC 27401",31
Friday,2026-03-20 06:55:33,OLD FORESTER 1924,"1793 West Williams St., Apex, NC 27502",2
Friday,2026-03-20 06:55:33,OLD FORESTER 1924,"6494 Tryon Rd., Cary, NC 27511",6
Friday,2026-03-20 06:55:33,OLD FORESTER 1924,"704 Money Ct., Knightdale, NC 27545",6
Friday,2026-03-20 06:55:33,OLD FORESTER 1924,"1415 E. Williams St., Apex, NC 27617",6
Friday,2026-03-20 06:55:33,OLD FORESTER 1924,"4501 Vineyard Pine Ln., Rolesville, NC 27571",3
Friday,2026-03-20 06:55:33,OLD FORESTER 1924,"1420 N Ardendell Dr., Zebulon, NC 27597",6
